GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,96,96.07294,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,93,93.24870,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,90,89.50617,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,96,96.07294,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,93,93.20418,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,90,89.50617,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,12,11.79874,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,10,9.89707,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,4,4.31716,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,12,11.79874,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,10,9.81762,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,4,4.31716,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,11,11.15415,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,9,9.20005,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,4,4.06638,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,11,10.50956,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,9,8.58920,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,4,3.81560,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,10,9.86497,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,8,7.98532,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,4,3.56482,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,9,9.22037,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,7,7.39148,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,3,3.31404,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,9,8.57578,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,7,6.82765,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,3,3.06326,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,8,7.93119,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,6,6.26920,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,3,2.81248,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,7,7.28660,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,6,5.71623,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,3,2.56170,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,7,6.64200,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,5,5.16900,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,2,2.31092,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,6,5.99741,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,5,4.62752,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,2,2.06014,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,5,5.35282,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,4,4.09188,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,2,1.80936,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,5,4.70823,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,4,3.56267,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,2,1.55858,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,4,4.06363,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,3,3.03987,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,1,1.30781,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,3,3.41904,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,3,2.52341,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,1,1.05703,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,3,2.77445,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,2,2.01319,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,1,0.80625,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,2,2.12986,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,2,1.50911,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,1,0.55547,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,1,1.48526,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,1,1.01106,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.30469,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,1,0.84067,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,1,0.51892,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.05391,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,0,0.19608,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,0,0.11449,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,33,33.47806,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,37,37.48026,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,49,49.22359,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,33,33.47806,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,38,37.64748,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,49,49.22359,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,35,34.86744,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,39,38.80659,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,49,49.15524,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,36,36.25682,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,40,39.93751,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,49,49.08689,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,38,37.64620,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,41,41.03913,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,49,49.01853,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,39,39.03557,,,,,
